t,i,j,readers
1499779980,39,221,"['036', '305']"
1499779980,39,277,"['036', '305']"
1499779980,39,581,"['036', '305']"
1499779980,79,376,"['005', '036', '305']"
1499779980,79,788,['005']
1499779980,97,220,"['005', '011', '305']"
1499779980,106,1411,"['005', '036', '305']"
1499779980,193,220,"['005', '011', '305']"
1499779980,210,1421,"['005', '036', '305']"
1499779980,220,255,"['005', '011', '305']"
1499779980,220,332,"['005', '011', '305']"
1499779980,220,694,"['005', '011', '305']"
1499779980,220,1159,"['005', '011', '305']"
1499779980,220,1409,"['005', '011', '305']"
1499779980,220,1902,"['005', '011', '305']"
1499779980,251,393,['305']
1499779980,251,591,['305']
1499779980,251,1449,['305']
1499779980,305,751,"['011', '036']"
1499779980,325,461,"['005', '036']"
1499779980,325,974,"['005', '036']"
1499779980,325,1641,"['005', '036']"
1499779980,332,741,"['005', '011', '036', '305']"
1499779980,333,376,"['005', '036', '305']"
1499779980,333,788,"['005', '036']"
1499779980,333,1323,"['005', '036']"
1499779980,333,1887,"['005', '036']"
1499779980,376,548,"['005', '036', '305']"
1499779980,376,788,"['005', '036', '305']"
1499779980,376,1887,"['005', '036', '305']"
1499779980,393,1449,['305']
1499779980,429,797,"['005', '036', '154']"
1499779980,432,959,['305']
1499779980,453,553,"['005', '011', '036', '305']"
1499779980,591,1449,['305']
1499779980,703,1421,"['005', '036', '305']"
1499779980,741,869,"['005', '011', '036', '305']"
1499779980,741,1745,"['005', '011', '036', '305']"
1499779980,788,1323,['005']
1499779980,1202,1401,"['011', '305']"
1499780000,28,173,"['005', '011', '154', '305']"
1499780000,39,173,"['005', '011', '154', '305']"
1499780000,39,277,"['005', '014', '036', '305']"
1499780000,47,172,['154']
1499780000,55,173,"['005', '011', '154', '305']"
1499780000,107,115,"['011', '305']"
1499780000,107,694,"['011', '305']"
1499780000,107,841,"['011', '305']"
1499780000,107,1715,"['011', '305']"
1499780000,173,232,"['005', '011', '154', '305']"
1499780000,173,544,"['005', '011', '154', '305']"
1499780000,173,558,"['005', '011', '154', '305']"
1499780000,173,581,"['005', '011', '154', '305']"
1499780000,173,583,"['005', '011', '154', '305']"
1499780000,173,634,"['005', '011', '154', '305']"
1499780000,173,1670,"['005', '011', '154', '305']"
1499780000,173,1795,"['005', '011', '154', '305']"
1499780000,220,1409,"['011', '036']"
1499780000,221,277,"['005', '014', '036', '305']"
1499780000,232,779,['305']
1499780000,251,591,"['011', '015', '036', '294', '305']"
1499780000,255,325,"['005', '011', '036', '305']"
1499780000,255,461,"['005', '011', '036', '305']"
1499780000,305,751,"['011', '305']"
1499780000,387,768,"['011', '014', '015', '036', '305']"
1499780000,393,488,['011']
1499780000,393,591,"['011', '015', '036', '294', '305']"
1499780000,393,741,['011']
1499780000,393,1748,['011']
1499780000,454,480,"['005', '154', '305']"
1499780000,454,634,"['005', '154', '305']"
1499780000,500,579,"['005', '036']"
1499780000,500,597,"['005', '036']"
1499780000,590,768,"['011', '014', '015', '036', '305']"
1499780000,591,1449,"['011', '015', '036', '294', '305']"
1499780000,591,1748,"['011', '015', '036', '294', '305']"
1499780000,695,768,"['011', '014', '015', '036', '305']"
1499780000,741,869,['305']
1499780000,768,1684,"['011', '014', '015', '036', '305']"
1499780000,768,1852,"['011', '014', '015', '036', '305']"
1499780000,1202,1401,"['005', '011', '014', '036', '154', '305']"
1499780000,1409,1902,"['011', '036']"
1499780000,1551,1617,['011']
1499780020,8,39,"['036', '305']"
1499780020,8,221,"['036', '305']"
1499780020,8,277,"['036', '305']"
1499780020,8,581,"['036', '305']"
1499780020,28,974,"['005', '036', '082']"
1499780020,32,488,"['011', '036']"
1499780020,39,221,"['036', '305']"
1499780020,55,544,['005']
1499780020,55,1108,"['005', '036']"
1499780020,55,1604,"['005', '036']"
1499780020,97,488,"['011', '036']"
1499780020,97,1159,"['011', '078']"
1499780020,115,576,"['011', '036', '305']"
1499780020,115,1074,['036']
1499780020,115,1464,['036']
1499780020,170,193,"['015', '305']"
1499780020,173,544,['005']
1499780020,173,1108,"['005', '036']"
1499780020,181,701,"['015', '078']"
1499780020,193,220,"['015', '305']"
1499780020,193,310,"['015', '305']"
1499780020,193,1902,"['015', '305']"
1499780020,220,1159,"['011', '078']"
1499780020,221,277,"['036', '305']"
1499780020,221,581,"['036', '305']"
1499780020,242,429,"['005', '036']"
1499780020,276,387,"['011', '036', '305']"
1499780020,276,488,"['011', '036']"
1499780020,296,1609,"['015', '078']"
1499780020,347,387,"['011', '036', '305']"
1499780020,387,590,"['011', '036', '305']"
1499780020,387,695,"['011', '036', '305']"
1499780020,387,768,"['011', '036', '305']"
1499780020,387,1684,"['011', '036', '305']"
1499780020,387,1852,"['011', '036', '305']"
1499780020,447,1108,"['005', '036']"
1499780020,453,576,"['011', '036', '305']"
1499780020,488,694,"['011', '036']"
1499780020,488,741,"['011', '036']"
1499780020,502,782,['305']
1499780020,701,1063,"['015', '078']"
1499780020,782,980,['305']
1499780020,782,995,['305']
1499780020,841,1715,"['011', '036', '305']"
1499780020,953,1889,"['011', '305']"
1499780020,974,1108,"['005', '036']"
1499780020,1074,1464,['036']
1499780020,1108,1604,"['005', '036']"
1499780020,1604,1811,"['005', '036']"
1499780020,1715,1852,"['011', '036', '305']"
1499780040,8,39,"['005', '036']"
1499780040,21,160,"['011', '305']"
1499780040,21,852,"['011', '305']"
1499780040,39,55,"['005', '036']"
1499780040,39,210,"['005', '036']"
1499780040,39,277,"['005', '036']"
1499780040,39,581,"['005', '036']"
1499780040,39,1421,"['005', '011', '036', '305']"
1499780040,55,1421,"['011', '036', '305']"
1499780040,79,333,"['005', '036', '082']"
1499780040,79,376,"['005', '036', '082', '154']"
1499780040,79,788,"['005', '036', '082']"
1499780040,97,220,"['011', '015', '036']"
1499780040,106,634,"['005', '036', '305']"
1499780040,106,1411,"['005', '036', '305']"
1499780040,173,333,"['005', '036', '082']"
1499780040,210,1421,"['011', '036', '305']"
1499780040,217,496,['305']
1499780040,217,1052,"['036', '305']"
1499780040,220,741,"['011', '015', '036', '082', '305']"
1499780040,220,1159,"['011', '015', '036']"
1499780040,220,1409,"['011', '015', '036']"
1499780040,220,1902,"['011', '015', '036']"
1499780040,234,741,"['036', '082', '305']"
1499780040,242,797,"['005', '036', '154']"
1499780040,251,591,['305']
1499780040,251,1449,['305']
1499780040,305,751,['305']
1499780040,333,788,"['005', '036', '082']"
1499780040,333,1323,"['005', '036', '082']"
1499780040,333,1887,"['005', '036', '082']"
1499780040,347,1674,['305']
1499780040,376,548,"['005', '036', '082', '154']"
1499780040,429,797,"['005', '036', '154']"
1499780040,453,553,"['011', '305']"
1499780040,461,553,"['011', '305']"
1499780040,502,782,"['011', '305']"
1499780040,502,995,"['011', '305']"
1499780040,591,1449,['305']
1499780040,701,1063,"['015', '078']"
1499780040,703,1421,"['011', '036', '305']"
1499780040,741,1401,"['036', '082', '305']"
1499780040,741,1464,"['036', '082', '305']"
1499780040,788,1887,"['005', '036', '082']"
1499780040,845,980,['305']
1499780040,1116,1493,['305']
1499780040,1202,1401,"['005', '011', '036', '305']"
1499780040,1457,1493,['305']
1499780060,79,173,"['005', '036']"
1499780060,79,376,"['005', '036']"
1499780060,79,544,"['005', '036']"
1499780060,79,788,"['005', '036']"
1499780060,79,1323,"['005', '036']"
1499780060,79,1887,"['005', '036']"
1499780060,97,1902,['011']
1499780060,107,980,['305']
1499780060,107,1745,['305']
1499780060,173,240,"['005', '036']"
1499780060,173,333,"['005', '036']"
1499780060,173,544,"['005', '036']"
1499780060,173,1887,"['005', '036']"
1499780060,220,1409,"['005', '011', '036', '305']"
1499780060,220,1902,['011']
1499780060,232,779,"['011', '036', '305']"
1499780060,232,1457,"['011', '014', '036', '305']"
1499780060,242,429,"['005', '036', '305']"
1499780060,251,591,"['294', '305']"
1499780060,299,1190,['154']
1499780060,305,751,"['011', '305']"
1499780060,318,779,"['011', '036', '305']"
1499780060,429,797,"['005', '036', '305']"
1499780060,454,480,"['005', '011', '154']"
1499780060,591,1449,"['294', '305']"
1499780060,695,768,"['011', '036', '305']"
1499780060,737,779,"['011', '036', '305']"
1499780060,768,1641,"['011', '036', '305']"
1499780060,768,1684,"['011', '036', '305']"
1499780060,768,1852,"['011', '036', '305']"
1499780060,1116,1457,"['011', '014', '036', '305']"
1499780060,1202,1401,"['005', '011', '014', '305']"
1499780060,1409,1902,"['005', '011', '036', '305']"
1499780060,1457,1493,"['011', '014', '036', '305']"
1499780060,1604,1811,"['005', '036', '082']"
1499780080,8,39,"['005', '036', '305']"
1499780080,8,221,"['005', '036', '305']"
1499780080,8,277,"['005', '036', '305']"
1499780080,8,581,"['005', '036', '305']"
1499780080,21,852,['011']
1499780080,79,544,"['005', '036']"
1499780080,97,1159,"['011', '015', '036', '305']"
1499780080,107,441,['305']
1499780080,115,387,"['011', '036', '305']"
1499780080,170,193,['305']
1499780080,173,544,"['005', '036']"
1499780080,181,701,"['015', '078']"
1499780080,193,220,['305']
1499780080,220,1159,"['011', '015', '036', '305']"
1499780080,221,277,"['005', '036', '305']"
1499780080,296,1609,"['015', '078']"
1499780080,333,544,"['005', '036']"
1499780080,347,387,"['011', '036', '305']"
1499780080,364,1822,"['005', '036']"
1499780080,387,695,"['011', '036', '305']"
1499780080,387,768,"['011', '036', '305']"
1499780080,387,995,"['011', '014', '036', '305']"
1499780080,387,1641,"['011', '036', '305']"
1499780080,387,1852,"['011', '036', '305']"
1499780080,441,980,['305']
1499780080,491,995,"['011', '014', '305']"
1499780080,701,1063,"['015', '078']"
1499780080,768,995,"['011', '014', '305']"
1499780080,841,1715,"['011', '036', '305']"
1499780080,995,1852,"['011', '014', '305']"
1499780080,1080,1212,['305']
1499780080,1108,1604,"['005', '036']"
1499780080,1159,1902,"['011', '015', '036', '305']"
1499780080,1604,1811,"['005', '036']"
1499780100,8,39,['036']
1499780100,21,160,"['011', '036', '154', '305']"
1499780100,21,852,"['011', '036', '305']"
1499780100,39,210,['036']
1499780100,39,277,['036']
1499780100,39,581,['036']
1499780100,39,1421,['036']
1499780100,97,220,"['011', '015']"
1499780100,107,432,['305']
1499780100,107,980,"['036', '305']"
1499780100,115,1674,"['011', '036']"
1499780100,173,240,"['005', '036', '154']"
1499780100,173,333,"['005', '036', '154']"
1499780100,181,701,['078']
1499780100,181,1063,"['015', '078']"
1499780100,217,1052,"['005', '011', '305']"
1499780100,220,995,"['011', '015']"
1499780100,220,1409,"['011', '015']"
1499780100,220,1902,"['011', '015']"
1499780100,242,487,['154']
1499780100,251,591,['305']
1499780100,251,1449,"['036', '305']"
1499780100,276,845,['305']
1499780100,276,980,"['036', '305']"
1499780100,332,995,"['011', '305']"
1499780100,333,393,"['005', '036', '154']"
1499780100,333,788,"['005', '036', '154']"
1499780100,333,1323,"['005', '036', '154']"
1499780100,333,1887,"['005', '036', '154']"
1499780100,347,841,"['011', '036', '305']"
1499780100,347,1674,"['011', '036']"
1499780100,364,1822,['005']
1499780100,429,797,"['005', '036', '154']"
1499780100,432,441,['305']
1499780100,432,980,"['036', '305']"
1499780100,441,980,"['036', '305']"
1499780100,453,553,"['011', '036', '305']"
1499780100,461,1052,"['005', '011', '305']"
1499780100,487,998,['154']
1499780100,591,1449,"['036', '305']"
1499780100,654,797,"['005', '036', '154']"
1499780100,701,1063,"['015', '078']"
1499780100,782,980,"['036', '305']"
1499780100,841,995,"['011', '036', '305']"
1499780100,841,1641,"['011', '036', '305']"
1499780100,841,1715,"['011', '036', '305']"
1499780100,845,980,"['036', '305']"
1499780100,1116,1457,"['036', '305']"
1499780100,1116,1493,"['036', '305']"
1499780100,1457,1493,['305']
1499780120,8,277,"['005', '036']"
1499780120,21,305,"['011', '305']"
1499780120,45,974,"['005', '011', '036', '305']"
1499780120,55,558,"['005', '036']"
1499780120,79,376,"['005', '036']"
1499780120,79,788,"['005', '036']"
1499780120,79,1323,"['005', '036']"
1499780120,79,1887,"['005', '036']"
1499780120,97,220,"['011', '036']"
1499780120,97,1159,"['011', '036']"
1499780120,107,591,"['011', '015', '036', '305']"
1499780120,115,347,['305']
1499780120,173,333,"['005', '036', '082']"
1499780120,173,544,"['005', '036', '082']"
1499780120,220,1409,"['036', '305']"
1499780120,220,1902,"['011', '015', '036', '305']"
1499780120,221,277,"['005', '036']"
1499780120,232,779,"['011', '036', '305']"
1499780120,251,591,"['011', '015', '036', '305']"
1499780120,305,751,"['011', '305']"
1499780120,347,1674,['305']
1499780120,429,654,"['005', '036', '305']"
1499780120,429,797,"['005', '036', '305']"
1499780120,500,557,"['005', '036']"
1499780120,500,597,['036']
1499780120,557,597,"['005', '036']"
1499780120,583,1457,"['011', '014']"
1499780120,591,782,"['011', '015', '036', '305']"
1499780120,591,1449,"['011', '015', '036', '305']"
1499780120,953,1889,"['011', '305']"
1499780120,974,1411,"['005', '011', '036', '305']"
1499780120,974,1906,"['005', '011', '036', '305']"
1499780120,991,1037,['305']
1499780120,995,1902,"['011', '015', '036', '305']"
1499780120,1159,1902,"['011', '015', '036', '305']"
1499780120,1409,1902,"['011', '015', '036', '305']"
1499780120,1457,1493,"['011', '014']"
1499780140,8,39,"['005', '011', '036', '154', '305']"
1499780140,8,221,"['005', '011', '036', '154', '305']"
1499780140,8,581,"['005', '011', '036', '154', '305']"
1499780140,21,852,"['005', '011', '305']"
1499780140,21,1745,"['005', '011', '036', '154', '305']"
1499780140,106,242,"['005', '036']"
1499780140,107,441,['305']
1499780140,115,347,"['011', '036']"
1499780140,115,841,"['011', '036']"
1499780140,115,1674,"['011', '036']"
1499780140,160,852,"['005', '011', '305']"
1499780140,170,193,"['011', '305']"
1499780140,173,544,['036']
1499780140,181,701,"['015', '078']"
1499780140,193,995,"['011', '305']"
1499780140,196,1464,"['005', '036']"
1499780140,217,318,"['005', '011', '036', '305']"
1499780140,220,852,"['005', '011', '305']"
1499780140,221,277,"['036', '305']"
1499780140,221,1116,"['036', '305']"
1499780140,242,429,"['005', '036']"
1499780140,242,487,"['005', '036']"
1499780140,242,654,"['005', '036']"
1499780140,242,797,"['005', '036']"
1499780140,296,1609,"['015', '078']"
1499780140,318,461,"['005', '011', '036', '305']"
1499780140,387,695,"['011', '036', '305']"
1499780140,387,1852,"['011', '036', '305']"
1499780140,432,441,['305']
1499780140,687,1457,"['011', '305']"
1499780140,841,1715,"['011', '036', '305']"
1499780140,869,1745,"['005', '011', '036', '154', '305']"
1499780140,1074,1464,"['005', '036']"
1499780140,1108,1604,"['005', '036', '305']"
1499780140,1604,1811,['036']
1499780160,8,39,"['005', '011', '036', '305']"
1499780160,21,160,"['011', '305']"
1499780160,21,254,"['011', '305']"
1499780160,21,276,"['011', '305']"
1499780160,21,852,"['011', '305']"
1499780160,21,959,"['011', '305']"
1499780160,21,1159,"['011', '305']"
1499780160,39,221,"['005', '011', '036', '305']"
1499780160,39,277,"['005', '011', '036', '305']"
1499780160,39,581,"['005', '011', '036', '305']"
1499780160,39,703,"['005', '011', '036', '305']"
1499780160,107,590,"['036', '305']"
1499780160,107,980,['036']
1499780160,115,1674,['305']
1499780160,173,333,"['005', '036', '082', '305']"
1499780160,181,701,"['015', '078']"
1499780160,193,332,"['015', '036', '305']"
1499780160,210,217,"['005', '011', '036', '305']"
1499780160,217,461,"['005', '011', '036', '305']"
1499780160,217,1159,"['005', '011', '036', '305']"
1499780160,220,1159,"['011', '036', '305']"
1499780160,220,1409,"['011', '036', '305']"
1499780160,220,1902,"['011', '036', '305']"
1499780160,251,591,['305']
1499780160,305,751,['011']
1499780160,318,1052,"['011', '036', '305']"
1499780160,332,995,"['015', '036', '305']"
1499780160,333,1323,"['005', '036', '082', '305']"
1499780160,333,1604,"['005', '036', '082', '305']"
1499780160,333,1887,"['005', '036', '082', '305']"
1499780160,347,1674,['305']
1499780160,429,797,['005']
1499780160,453,553,"['005', '011', '036', '305']"
